# PIT top-100 liquidity universe (v6 monthly_pit_universe).
# One row per (symbol, month): from_date <= as_of < to_date; empty to_date = current.
# Regenerate monthly: python scripts/build_daily_universe.py
symbol,name,sector,from_date,to_date
ASIANPAINT,ASIANPAINT,UNKNOWN,2025-03-01,2025-04-01
ADANIPORTS,ADANIPORTS,UNKNOWN,2025-03-01,2025-04-01
OLAELEC,OLAELEC,UNKNOWN,2025-03-01,2025-04-01
NATIONALUM,NATIONALUM,UNKNOWN,2025-03-01,2025-04-01
BHEL,BHEL,UNKNOWN,2025-03-01,2025-04-01
HEROMOTOCO,HEROMOTOCO,UNKNOWN,2025-03-01,2025-04-01
IRFC,IRFC,UNKNOWN,2025-03-01,2025-04-01
PREMIERENE,PREMIERENE,UNKNOWN,2025-03-01,2025-04-01
TECHM,TECHM,UNKNOWN,2025-03-01,2025-04-01
PNB,PNB,UNKNOWN,2025-03-01,2025-04-01
BAJAJFINSV,BAJAJFINSV,UNKNOWN,2025-03-01,2025-04-01
BPCL,BPCL,UNKNOWN,2025-03-01,2025-04-01
BANKBARODA,BANKBARODA,UNKNOWN,2025-03-01,2025-04-01
DIVISLAB,DIVISLAB,UNKNOWN,2025-03-01,2025-04-01
ADANIGREEN,ADANIGREEN,UNKNOWN,2025-03-01,2025-04-01
GAIL,GAIL,UNKNOWN,2025-03-01,2025-04-01
INDUSTOWER,INDUSTOWER,UNKNOWN,2025-03-01,2025-04-01
CIPLA,CIPLA,UNKNOWN,2025-03-01,2025-04-01
DLF,DLF,UNKNOWN,2025-03-01,2025-04-01
MOTHERSON,MOTHERSON,UNKNOWN,2025-03-01,2025-04-01
RVNL,RVNL,UNKNOWN,2025-03-01,2025-04-01
DRREDDY,DRREDDY,UNKNOWN,2025-03-01,2025-04-01
POLICYBZR,POLICYBZR,UNKNOWN,2025-03-01,2025-04-01
ABB,ABB,UNKNOWN,2025-03-01,2025-04-01
DMART,DMART,UNKNOWN,2025-03-01,2025-04-01
INDHOTEL,INDHOTEL,UNKNOWN,2025-03-01,2025-04-01
CANBK,CANBK,UNKNOWN,2025-03-01,2025-04-01
EICHERMOT,EICHERMOT,UNKNOWN,2025-03-01,2025-04-01
PERSISTENT,PERSISTENT,UNKNOWN,2025-03-01,2025-04-01
SBILIFE,SBILIFE,UNKNOWN,2025-03-01,2025-04-01
HINDPETRO,HINDPETRO,UNKNOWN,2025-03-01,2025-04-01
VOLTAS,VOLTAS,UNKNOWN,2025-03-01,2025-04-01
MCX,MCX,UNKNOWN,2025-03-01,2025-04-01
MAXHEALTH,MAXHEALTH,UNKNOWN,2025-03-01,2025-04-01
CHOLAFIN,CHOLAFIN,UNKNOWN,2025-03-01,2025-04-01
NAUKRI,NAUKRI,UNKNOWN,2025-03-01,2025-04-01
LUPIN,LUPIN,UNKNOWN,2025-03-01,2025-04-01
NMDC,NMDC,UNKNOWN,2025-03-01,2025-04-01
SIEMENS,SIEMENS,UNKNOWN,2025-03-01,2025-04-01
IOC,IOC,UNKNOWN,2025-03-01,2025-04-01
APOLLOHOSP,APOLLOHOSP,UNKNOWN,2025-03-01,2025-04-01
POLYCAB,POLYCAB,UNKNOWN,2025-03-01,2025-04-01
SAIL,SAIL,UNKNOWN,2025-03-01,2025-04-01
NESTLEIND,NESTLEIND,UNKNOWN,2025-03-01,2025-04-01
ADANIPOWER,ADANIPOWER,UNKNOWN,2025-03-01,2025-04-01
HDFCBANK,HDFCBANK,UNKNOWN,2025-04-01,2025-05-01
RELIANCE,RELIANCE,UNKNOWN,2025-04-01,2025-05-01
ICICIBANK,ICICIBANK,UNKNOWN,2025-04-01,2025-05-01
ZOMATO,ZOMATO,UNKNOWN,2025-04-01,2025-05-01
BSE,BSE,UNKNOWN,2025-04-01,2025-05-01
INFY,INFY,UNKNOWN,2025-04-01,2025-05-01
TATAMOTORS,TATAMOTORS,UNKNOWN,2025-04-01,2025-05-01
TCS,TCS,UNKNOWN,2025-04-01,2025-05-01
SBIN,SBIN,UNKNOWN,2025-04-01,2025-05-01
BHARTIARTL,BHARTIARTL,UNKNOWN,2025-04-01,2025-05-01
M&M,M&M,UNKNOWN,2025-04-01,2025-05-01
AXISBANK,AXISBANK,UNKNOWN,2025-04-01,2025-05-01
MAZDOCK,MAZDOCK,UNKNOWN,2025-04-01,2025-05-01
BAJFINANCE,BAJFINANCE,UNKNOWN,2025-04-01,2025-05-01
KOTAKBANK,KOTAKBANK,UNKNOWN,2025-04-01,2025-05-01
LT,LT,UNKNOWN,2025-04-01,2025-05-01
HAL,HAL,UNKNOWN,2025-04-01,2025-05-01
PAYTM,PAYTM,UNKNOWN,2025-04-01,2025-05-01
DIXON,DIXON,UNKNOWN,2025-04-01,2025-05-01
ITC,ITC,UNKNOWN,2025-04-01,2025-05-01
TRENT,TRENT,UNKNOWN,2025-04-01,2025-05-01
CDSL,CDSL,UNKNOWN,2025-04-01,2025-05-01
KALYANKJIL,KALYANKJIL,UNKNOWN,2025-04-01,2025-05-01
BEL,BEL,UNKNOWN,2025-04-01,2025-05-01
INDUSINDBK,INDUSINDBK,UNKNOWN,2025-04-01,2025-05-01
MARUTI,MARUTI,UNKNOWN,2025-04-01,2025-05-01
HCLTECH,HCLTECH,UNKNOWN,2025-04-01,2025-05-01
TATASTEEL,TATASTEEL,UNKNOWN,2025-04-01,2025-05-01
NTPC,NTPC,UNKNOWN,2025-04-01,2025-05-01
JIOFIN,JIOFIN,UNKNOWN,2025-04-01,2025-05-01
POWERGRID,POWERGRID,UNKNOWN,2025-04-01,2025-05-01
RECLTD,RECLTD,UNKNOWN,2025-04-01,2025-05-01
AMBER,AMBER,UNKNOWN,2025-04-01,2025-05-01
SHRIRAMFIN,SHRIRAMFIN,UNKNOWN,2025-04-01,2025-05-01
BAJAJ-AUTO,BAJAJ-AUTO,UNKNOWN,2025-04-01,2025-05-01
VBL,VBL,UNKNOWN,2025-04-01,2025-05-01
VEDL,VEDL,UNKNOWN,2025-04-01,2025-05-01
INDIGO,INDIGO,UNKNOWN,2025-04-01,2025-05-01
PFC,PFC,UNKNOWN,2025-04-01,2025-05-01
HINDUNILVR,HINDUNILVR,UNKNOWN,2025-04-01,2025-05-01
ANGELONE,ANGELONE,UNKNOWN,2025-04-01,2025-05-01
LIQUIDBEES,LIQUIDBEES,UNKNOWN,2025-04-01,2025-05-01
COFORGE,COFORGE,UNKNOWN,2025-04-01,2025-05-01
TATAPOWER,TATAPOWER,UNKNOWN,2025-04-01,2025-05-01
WIPRO,WIPRO,UNKNOWN,2025-04-01,2025-05-01
HINDALCO,HINDALCO,UNKNOWN,2025-04-01,2025-05-01
ULTRACEMCO,ULTRACEMCO,UNKNOWN,2025-04-01,2025-05-01
SUNPHARMA,SUNPHARMA,UNKNOWN,2025-04-01,2025-05-01
SUZLON,SUZLON,UNKNOWN,2025-04-01,2025-05-01
IDEA,IDEA,UNKNOWN,2025-04-01,2025-05-01
KAYNES,KAYNES,UNKNOWN,2025-04-01,2025-05-01
TITAN,TITAN,UNKNOWN,2025-04-01,2025-05-01
ADANIENT,ADANIENT,UNKNOWN,2025-04-01,2025-05-01
ADANIPORTS,ADANIPORTS,UNKNOWN,2025-04-01,2025-05-01
IRFC,IRFC,UNKNOWN,2025-04-01,2025-05-01
ONGC,ONGC,UNKNOWN,2025-04-01,2025-05-01
ADANIGREEN,ADANIGREEN,UNKNOWN,2025-04-01,2025-05-01
ASIANPAINT,ASIANPAINT,UNKNOWN,2025-04-01,2025-05-01
TECHM,TECHM,UNKNOWN,2025-04-01,2025-05-01
BHEL,BHEL,UNKNOWN,2025-04-01,2025-05-01
NATIONALUM,NATIONALUM,UNKNOWN,2025-04-01,2025-05-01
BAJAJFINSV,BAJAJFINSV,UNKNOWN,2025-04-01,2025-05-01
COALINDIA,COALINDIA,UNKNOWN,2025-04-01,2025-05-01
PNB,PNB,UNKNOWN,2025-04-01,2025-05-01
OLAELEC,OLAELEC,UNKNOWN,2025-04-01,2025-05-01
BPCL,BPCL,UNKNOWN,2025-04-01,2025-05-01
HEROMOTOCO,HEROMOTOCO,UNKNOWN,2025-04-01,2025-05-01
BANKBARODA,BANKBARODA,UNKNOWN,2025-04-01,2025-05-01
CIPLA,CIPLA,UNKNOWN,2025-04-01,2025-05-01
POLICYBZR,POLICYBZR,UNKNOWN,2025-04-01,2025-05-01
PREMIERENE,PREMIERENE,UNKNOWN,2025-04-01,2025-05-01
ABB,ABB,UNKNOWN,2025-04-01,2025-05-01
DLF,DLF,UNKNOWN,2025-04-01,2025-05-01
PERSISTENT,PERSISTENT,UNKNOWN,2025-04-01,2025-05-01
INDHOTEL,INDHOTEL,UNKNOWN,2025-04-01,2025-05-01
RVNL,RVNL,UNKNOWN,2025-04-01,2025-05-01
DIVISLAB,DIVISLAB,UNKNOWN,2025-04-01,2025-05-01
GAIL,GAIL,UNKNOWN,2025-04-01,2025-05-01
MOTHERSON,MOTHERSON,UNKNOWN,2025-04-01,2025-05-01
MAXHEALTH,MAXHEALTH,UNKNOWN,2025-04-01,2025-05-01
DMART,DMART,UNKNOWN,2025-04-01,2025-05-01
DRREDDY,DRREDDY,UNKNOWN,2025-04-01,2025-05-01
INDUSTOWER,INDUSTOWER,UNKNOWN,2025-04-01,2025-05-01
NAUKRI,NAUKRI,UNKNOWN,2025-04-01,2025-05-01
EICHERMOT,EICHERMOT,UNKNOWN,2025-04-01,2025-05-01
POLYCAB,POLYCAB,UNKNOWN,2025-04-01,2025-05-01
VOLTAS,VOLTAS,UNKNOWN,2025-04-01,2025-05-01
MCX,MCX,UNKNOWN,2025-04-01,2025-05-01
CHOLAFIN,CHOLAFIN,UNKNOWN,2025-04-01,2025-05-01
SIEMENS,SIEMENS,UNKNOWN,2025-04-01,2025-05-01
SAIL,SAIL,UNKNOWN,2025-04-01,2025-05-01
CANBK,CANBK,UNKNOWN,2025-04-01,2025-05-01
HINDPETRO,HINDPETRO,UNKNOWN,2025-04-01,2025-05-01
APOLLOHOSP,APOLLOHOSP,UNKNOWN,2025-04-01,2025-05-01
ADANIPOWER,ADANIPOWER,UNKNOWN,2025-04-01,2025-05-01
CGPOWER,CGPOWER,UNKNOWN,2025-04-01,2025-05-01
SBILIFE,SBILIFE,UNKNOWN,2025-04-01,2025-05-01
NMDC,NMDC,UNKNOWN,2025-04-01,2025-05-01
IOC,IOC,UNKNOWN,2025-04-01,2025-05-01
CAMS,CAMS,UNKNOWN,2025-04-01,2025-05-01
HDFCBANK,HDFCBANK,UNKNOWN,2025-05-01,2025-06-01
RELIANCE,RELIANCE,UNKNOWN,2025-05-01,2025-06-01
ICICIBANK,ICICIBANK,UNKNOWN,2025-05-01,2025-06-01
BSE,BSE,UNKNOWN,2025-05-01,2025-06-01
INFY,INFY,UNKNOWN,2025-05-01,2025-06-01
TATAMOTORS,TATAMOTORS,UNKNOWN,2025-05-01,2025-06-01
BHARTIARTL,BHARTIARTL,UNKNOWN,2025-05-01,2025-06-01
TCS,TCS,UNKNOWN,2025-05-01,2025-06-01
SBIN,SBIN,UNKNOWN,2025-05-01,2025-06-01
M&M,M&M,UNKNOWN,2025-05-01,2025-06-01
AXISBANK,AXISBANK,UNKNOWN,2025-05-01,2025-06-01
BAJFINANCE,BAJFINANCE,UNKNOWN,2025-05-01,2025-06-01
MAZDOCK,MAZDOCK,UNKNOWN,2025-05-01,2025-06-01
KOTAKBANK,KOTAKBANK,UNKNOWN,2025-05-01,2025-06-01
LT,LT,UNKNOWN,2025-05-01,2025-06-01
HAL,HAL,UNKNOWN,2025-05-01,2025-06-01
TRENT,TRENT,UNKNOWN,2025-05-01,2025-06-01
DIXON,DIXON,UNKNOWN,2025-05-01,2025-06-01
ITC,ITC,UNKNOWN,2025-05-01,2025-06-01
PAYTM,PAYTM,UNKNOWN,2025-05-01,2025-06-01
BEL,BEL,UNKNOWN,2025-05-01,2025-06-01
CDSL,CDSL,UNKNOWN,2025-05-01,2025-06-01
INDUSINDBK,INDUSINDBK,UNKNOWN,2025-05-01,2025-06-01
JIOFIN,JIOFIN,UNKNOWN,2025-05-01,2025-06-01
KALYANKJIL,KALYANKJIL,UNKNOWN,2025-05-01,2025-06-01
HCLTECH,HCLTECH,UNKNOWN,2025-05-01,2025-06-01
MARUTI,MARUTI,UNKNOWN,2025-05-01,2025-06-01
SWIGGY,SWIGGY,UNKNOWN,2025-05-01,2025-06-01
TATASTEEL,TATASTEEL,UNKNOWN,2025-05-01,2025-06-01
NTPC,NTPC,UNKNOWN,2025-05-01,2025-06-01
POWERGRID,POWERGRID,UNKNOWN,2025-05-01,2025-06-01
INDIGO,INDIGO,UNKNOWN,2025-05-01,2025-06-01
HINDUNILVR,HINDUNILVR,UNKNOWN,2025-05-01,2025-06-01
SHRIRAMFIN,SHRIRAMFIN,UNKNOWN,2025-05-01,2025-06-01
LIQUIDBEES,LIQUIDBEES,UNKNOWN,2025-05-01,2025-06-01
COFORGE,COFORGE,UNKNOWN,2025-05-01,2025-06-01
VBL,VBL,UNKNOWN,2025-05-01,2025-06-01
SUNPHARMA,SUNPHARMA,UNKNOWN,2025-05-01,2025-06-01
VEDL,VEDL,UNKNOWN,2025-05-01,2025-06-01
WAAREEENER,WAAREEENER,UNKNOWN,2025-05-01,2025-06-01
KAYNES,KAYNES,UNKNOWN,2025-05-01,2025-06-01
RECLTD,RECLTD,UNKNOWN,2025-05-01,2025-06-01
WIPRO,WIPRO,UNKNOWN,2025-05-01,2025-06-01
IDEA,IDEA,UNKNOWN,2025-05-01,2025-06-01
PFC,PFC,UNKNOWN,2025-05-01,2025-06-01
AMBER,AMBER,UNKNOWN,2025-05-01,2025-06-01
HINDALCO,HINDALCO,UNKNOWN,2025-05-01,2025-06-01
ULTRACEMCO,ULTRACEMCO,UNKNOWN,2025-05-01,2025-06-01
BAJAJ-AUTO,BAJAJ-AUTO,UNKNOWN,2025-05-01,2025-06-01
SUZLON,SUZLON,UNKNOWN,2025-05-01,2025-06-01
ANGELONE,ANGELONE,UNKNOWN,2025-05-01,2025-06-01
TITAN,TITAN,UNKNOWN,2025-05-01,2025-06-01
ADANIGREEN,ADANIGREEN,UNKNOWN,2025-05-01,2025-06-01
BAJAJFINSV,BAJAJFINSV,UNKNOWN,2025-05-01,2025-06-01
ADANIPORTS,ADANIPORTS,UNKNOWN,2025-05-01,2025-06-01
TATAPOWER,TATAPOWER,UNKNOWN,2025-05-01,2025-06-01
ASIANPAINT,ASIANPAINT,UNKNOWN,2025-05-01,2025-06-01
TECHM,TECHM,UNKNOWN,2025-05-01,2025-06-01
IRFC,IRFC,UNKNOWN,2025-05-01,2025-06-01
PERSISTENT,PERSISTENT,UNKNOWN,2025-05-01,2025-06-01
BHEL,BHEL,UNKNOWN,2025-05-01,2025-06-01
ONGC,ONGC,UNKNOWN,2025-05-01,2025-06-01
ADANIENT,ADANIENT,UNKNOWN,2025-05-01,2025-06-01
COALINDIA,COALINDIA,UNKNOWN,2025-05-01,2025-06-01
PNB,PNB,UNKNOWN,2025-05-01,2025-06-01
INDHOTEL,INDHOTEL,UNKNOWN,2025-05-01,2025-06-01
BPCL,BPCL,UNKNOWN,2025-05-01,2025-06-01
POLICYBZR,POLICYBZR,UNKNOWN,2025-05-01,2025-06-01
HEROMOTOCO,HEROMOTOCO,UNKNOWN,2025-05-01,2025-06-01
BANKBARODA,BANKBARODA,UNKNOWN,2025-05-01,2025-06-01
MAXHEALTH,MAXHEALTH,UNKNOWN,2025-05-01,2025-06-01
NATIONALUM,NATIONALUM,UNKNOWN,2025-05-01,2025-06-01
CHOLAFIN,CHOLAFIN,UNKNOWN,2025-05-01,2025-06-01
DIVISLAB,DIVISLAB,UNKNOWN,2025-05-01,2025-06-01
INDUSTOWER,INDUSTOWER,UNKNOWN,2025-05-01,2025-06-01
DLF,DLF,UNKNOWN,2025-05-01,2025-06-01
RVNL,RVNL,UNKNOWN,2025-05-01,2025-06-01
CIPLA,CIPLA,UNKNOWN,2025-05-01,2025-06-01
ABB,ABB,UNKNOWN,2025-05-01,2025-06-01
DRREDDY,DRREDDY,UNKNOWN,2025-05-01,2025-06-01
OLAELEC,OLAELEC,UNKNOWN,2025-05-01,2025-06-01
PREMIERENE,PREMIERENE,UNKNOWN,2025-05-01,2025-06-01
MOTHERSON,MOTHERSON,UNKNOWN,2025-05-01,2025-06-01
GAIL,GAIL,UNKNOWN,2025-05-01,2025-06-01
NAUKRI,NAUKRI,UNKNOWN,2025-05-01,2025-06-01
DMART,DMART,UNKNOWN,2025-05-01,2025-06-01
APOLLOHOSP,APOLLOHOSP,UNKNOWN,2025-05-01,2025-06-01
ADANIPOWER,ADANIPOWER,UNKNOWN,2025-05-01,2025-06-01
EICHERMOT,EICHERMOT,UNKNOWN,2025-05-01,2025-06-01
VOLTAS,VOLTAS,UNKNOWN,2025-05-01,2025-06-01
CANBK,CANBK,UNKNOWN,2025-05-01,2025-06-01
SIEMENS,SIEMENS,UNKNOWN,2025-05-01,2025-06-01
MCX,MCX,UNKNOWN,2025-05-01,2025-06-01
SAIL,SAIL,UNKNOWN,2025-05-01,2025-06-01
LUPIN,LUPIN,UNKNOWN,2025-05-01,2025-06-01
POLYCAB,POLYCAB,UNKNOWN,2025-05-01,2025-06-01
HINDPETRO,HINDPETRO,UNKNOWN,2025-05-01,2025-06-01
SBILIFE,SBILIFE,UNKNOWN,2025-05-01,2025-06-01
IREDA,IREDA,UNKNOWN,2025-05-01,2025-06-01
LODHA,LODHA,UNKNOWN,2025-05-01,2025-06-01
HDFCBANK,HDFCBANK,UNKNOWN,2025-06-01,2025-07-01
RELIANCE,RELIANCE,UNKNOWN,2025-06-01,2025-07-01
BSE,BSE,UNKNOWN,2025-06-01,2025-07-01
ICICIBANK,ICICIBANK,UNKNOWN,2025-06-01,2025-07-01
INFY,INFY,UNKNOWN,2025-06-01,2025-07-01
BHARTIARTL,BHARTIARTL,UNKNOWN,2025-06-01,2025-07-01
MAZDOCK,MAZDOCK,UNKNOWN,2025-06-01,2025-07-01
TATAMOTORS,TATAMOTORS,UNKNOWN,2025-06-01,2025-07-01
TCS,TCS,UNKNOWN,2025-06-01,2025-07-01
SBIN,SBIN,UNKNOWN,2025-06-01,2025-07-01
BAJFINANCE,BAJFINANCE,UNKNOWN,2025-06-01,2025-07-01
M&M,M&M,UNKNOWN,2025-06-01,2025-07-01
AXISBANK,AXISBANK,UNKNOWN,2025-06-01,2025-07-01
KOTAKBANK,KOTAKBANK,UNKNOWN,2025-06-01,2025-07-01
HAL,HAL,UNKNOWN,2025-06-01,2025-07-01
LT,LT,UNKNOWN,2025-06-01,2025-07-01
ITC,ITC,UNKNOWN,2025-06-01,2025-07-01
DIXON,DIXON,UNKNOWN,2025-06-01,2025-07-01
TRENT,TRENT,UNKNOWN,2025-06-01,2025-07-01
BEL,BEL,UNKNOWN,2025-06-01,2025-07-01
INDUSINDBK,INDUSINDBK,UNKNOWN,2025-06-01,2025-07-01
CDSL,CDSL,UNKNOWN,2025-06-01,2025-07-01
JIOFIN,JIOFIN,UNKNOWN,2025-06-01,2025-07-01
PAYTM,PAYTM,UNKNOWN,2025-06-01,2025-07-01
HCLTECH,HCLTECH,UNKNOWN,2025-06-01,2025-07-01
SWIGGY,SWIGGY,UNKNOWN,2025-06-01,2025-07-01
MARUTI,MARUTI,UNKNOWN,2025-06-01,2025-07-01
TATASTEEL,TATASTEEL,UNKNOWN,2025-06-01,2025-07-01
NTPC,NTPC,UNKNOWN,2025-06-01,2025-07-01
INDIGO,INDIGO,UNKNOWN,2025-06-01,2025-07-01
KALYANKJIL,KALYANKJIL,UNKNOWN,2025-06-01,2025-07-01
HINDUNILVR,HINDUNILVR,UNKNOWN,2025-06-01,2025-07-01
SUNPHARMA,SUNPHARMA,UNKNOWN,2025-06-01,2025-07-01
SHRIRAMFIN,SHRIRAMFIN,UNKNOWN,2025-06-01,2025-07-01
COFORGE,COFORGE,UNKNOWN,2025-06-01,2025-07-01
POWERGRID,POWERGRID,UNKNOWN,2025-06-01,2025-07-01
LIQUIDBEES,LIQUIDBEES,UNKNOWN,2025-06-01,2025-07-01
VBL,VBL,UNKNOWN,2025-06-01,2025-07-01
VEDL,VEDL,UNKNOWN,2025-06-01,2025-07-01
KAYNES,KAYNES,UNKNOWN,2025-06-01,2025-07-01
RECLTD,RECLTD,UNKNOWN,2025-06-01,2025-07-01
WAAREEENER,WAAREEENER,UNKNOWN,2025-06-01,2025-07-01
IDEA,IDEA,UNKNOWN,2025-06-01,2025-07-01
ULTRACEMCO,ULTRACEMCO,UNKNOWN,2025-06-01,2025-07-01
SUZLON,SUZLON,UNKNOWN,2025-06-01,2025-07-01
HINDALCO,HINDALCO,UNKNOWN,2025-06-01,2025-07-01
PFC,PFC,UNKNOWN,2025-06-01,2025-07-01
AMBER,AMBER,UNKNOWN,2025-06-01,2025-07-01
ADANIGREEN,ADANIGREEN,UNKNOWN,2025-06-01,2025-07-01
BAJAJFINSV,BAJAJFINSV,UNKNOWN,2025-06-01,2025-07-01
BAJAJ-AUTO,BAJAJ-AUTO,UNKNOWN,2025-06-01,2025-07-01
WIPRO,WIPRO,UNKNOWN,2025-06-01,2025-07-01
ANGELONE,ANGELONE,UNKNOWN,2025-06-01,2025-07-01
ADANIPORTS,ADANIPORTS,UNKNOWN,2025-06-01,2025-07-01
PERSISTENT,PERSISTENT,UNKNOWN,2025-06-01,2025-07-01
TITAN,TITAN,UNKNOWN,2025-06-01,2025-07-01
BHEL,BHEL,UNKNOWN,2025-06-01,2025-07-01
TECHM,TECHM,UNKNOWN,2025-06-01,2025-07-01
ASIANPAINT,ASIANPAINT,UNKNOWN,2025-06-01,2025-07-01
TATAPOWER,TATAPOWER,UNKNOWN,2025-06-01,2025-07-01
IRFC,IRFC,UNKNOWN,2025-06-01,2025-07-01
ADANIENT,ADANIENT,UNKNOWN,2025-06-01,2025-07-01
RVNL,RVNL,UNKNOWN,2025-06-01,2025-07-01
ONGC,ONGC,UNKNOWN,2025-06-01,2025-07-01
INDHOTEL,INDHOTEL,UNKNOWN,2025-06-01,2025-07-01
COALINDIA,COALINDIA,UNKNOWN,2025-06-01,2025-07-01
POLICYBZR,POLICYBZR,UNKNOWN,2025-06-01,2025-07-01
INDUSTOWER,INDUSTOWER,UNKNOWN,2025-06-01,2025-07-01
HEROMOTOCO,HEROMOTOCO,UNKNOWN,2025-06-01,2025-07-01
MAXHEALTH,MAXHEALTH,UNKNOWN,2025-06-01,2025-07-01
DLF,DLF,UNKNOWN,2025-06-01,2025-07-01
BPCL,BPCL,UNKNOWN,2025-06-01,2025-07-01
CHOLAFIN,CHOLAFIN,UNKNOWN,2025-06-01,2025-07-01
DIVISLAB,DIVISLAB,UNKNOWN,2025-06-01,2025-07-01
PNB,PNB,UNKNOWN,2025-06-01,2025-07-01
BANKBARODA,BANKBARODA,UNKNOWN,2025-06-01,2025-07-01
DRREDDY,DRREDDY,UNKNOWN,2025-06-01,2025-07-01
CIPLA,CIPLA,UNKNOWN,2025-06-01,2025-07-01
APOLLOHOSP,APOLLOHOSP,UNKNOWN,2025-06-01,2025-07-01
ADANIPOWER,ADANIPOWER,UNKNOWN,2025-06-01,2025-07-01
EICHERMOT,EICHERMOT,UNKNOWN,2025-06-01,2025-07-01
GAIL,GAIL,UNKNOWN,2025-06-01,2025-07-01
CANBK,CANBK,UNKNOWN,2025-06-01,2025-07-01
MCX,MCX,UNKNOWN,2025-06-01,2025-07-01
SIEMENS,SIEMENS,UNKNOWN,2025-06-01,2025-07-01
VOLTAS,VOLTAS,UNKNOWN,2025-06-01,2025-07-01
NAUKRI,NAUKRI,UNKNOWN,2025-06-01,2025-07-01
MOTHERSON,MOTHERSON,UNKNOWN,2025-06-01,2025-07-01
SAIL,SAIL,UNKNOWN,2025-06-01,2025-07-01
NATIONALUM,NATIONALUM,UNKNOWN,2025-06-01,2025-07-01
LUPIN,LUPIN,UNKNOWN,2025-06-01,2025-07-01
GODREJPROP,GODREJPROP,UNKNOWN,2025-06-01,2025-07-01
ABB,ABB,UNKNOWN,2025-06-01,2025-07-01
IREDA,IREDA,UNKNOWN,2025-06-01,2025-07-01
POLYCAB,POLYCAB,UNKNOWN,2025-06-01,2025-07-01
OLAELEC,OLAELEC,UNKNOWN,2025-06-01,2025-07-01
VMM,VMM,UNKNOWN,2025-06-01,2025-07-01
DMART,DMART,UNKNOWN,2025-06-01,2025-07-01
HDFCLIFE,HDFCLIFE,UNKNOWN,2025-06-01,2025-07-01
CAMS,CAMS,UNKNOWN,2025-06-01,2025-07-01
HDFCBANK,HDFCBANK,UNKNOWN,2025-07-01,2025-08-01
BSE,BSE,UNKNOWN,2025-07-01,2025-08-01
RELIANCE,RELIANCE,UNKNOWN,2025-07-01,2025-08-01
ICICIBANK,ICICIBANK,UNKNOWN,2025-07-01,2025-08-01
INFY,INFY,UNKNOWN,2025-07-01,2025-08-01
BHARTIARTL,BHARTIARTL,UNKNOWN,2025-07-01,2025-08-01
MAZDOCK,MAZDOCK,UNKNOWN,2025-07-01,2025-08-01
SBIN,SBIN,UNKNOWN,2025-07-01,2025-08-01
BAJFINANCE,BAJFINANCE,UNKNOWN,2025-07-01,2025-08-01
TATAMOTORS,TATAMOTORS,UNKNOWN,2025-07-01,2025-08-01
TCS,TCS,UNKNOWN,2025-07-01,2025-08-01
HAL,HAL,UNKNOWN,2025-07-01,2025-08-01
M&M,M&M,UNKNOWN,2025-07-01,2025-08-01
KOTAKBANK,KOTAKBANK,UNKNOWN,2025-07-01,2025-08-01
AXISBANK,AXISBANK,UNKNOWN,2025-07-01,2025-08-01
LT,LT,UNKNOWN,2025-07-01,2025-08-01
BEL,BEL,UNKNOWN,2025-07-01,2025-08-01
ITC,ITC,UNKNOWN,2025-07-01,2025-08-01
TRENT,TRENT,UNKNOWN,2025-07-01,2025-08-01
INDUSINDBK,INDUSINDBK,UNKNOWN,2025-07-01,2025-08-01
CDSL,CDSL,UNKNOWN,2025-07-01,2025-08-01
DIXON,DIXON,UNKNOWN,2025-07-01,2025-08-01
JIOFIN,JIOFIN,UNKNOWN,2025-07-01,2025-08-01
INDIGO,INDIGO,UNKNOWN,2025-07-01,2025-08-01
SWIGGY,SWIGGY,UNKNOWN,2025-07-01,2025-08-01
HCLTECH,HCLTECH,UNKNOWN,2025-07-01,2025-08-01
MARUTI,MARUTI,UNKNOWN,2025-07-01,2025-08-01
PAYTM,PAYTM,UNKNOWN,2025-07-01,2025-08-01
TATASTEEL,TATASTEEL,UNKNOWN,2025-07-01,2025-08-01
NTPC,NTPC,UNKNOWN,2025-07-01,2025-08-01
HINDUNILVR,HINDUNILVR,UNKNOWN,2025-07-01,2025-08-01
SUNPHARMA,SUNPHARMA,UNKNOWN,2025-07-01,2025-08-01
SHRIRAMFIN,SHRIRAMFIN,UNKNOWN,2025-07-01,2025-08-01
LIQUIDBEES,LIQUIDBEES,UNKNOWN,2025-07-01,2025-08-01
COFORGE,COFORGE,UNKNOWN,2025-07-01,2025-08-01
KALYANKJIL,KALYANKJIL,UNKNOWN,2025-07-01,2025-08-01
VBL,VBL,UNKNOWN,2025-07-01,2025-08-01
POWERGRID,POWERGRID,UNKNOWN,2025-07-01,2025-08-01
IDEA,IDEA,UNKNOWN,2025-07-01,2025-08-01
VEDL,VEDL,UNKNOWN,2025-07-01,2025-08-01
SUZLON,SUZLON,UNKNOWN,2025-07-01,2025-08-01
HINDALCO,HINDALCO,UNKNOWN,2025-07-01,2025-08-01
BAJAJFINSV,BAJAJFINSV,UNKNOWN,2025-07-01,2025-08-01
RECLTD,RECLTD,UNKNOWN,2025-07-01,2025-08-01
ULTRACEMCO,ULTRACEMCO,UNKNOWN,2025-07-01,2025-08-01
GRSE,GRSE,UNKNOWN,2025-07-01,2025-08-01
